"","response","Freq.R1","Types.R1","Freq.R123","Types.R123"
"943","quizás",20,11,42,20
"944","risas",16,13,42,30
"945","saludable",12,7,42,24
"946","suciedad",27,11,42,23
"947","universo",13,8,42,21
"948","vuelta",27,7,42,11
"949","amargo",18,8,41,15
"950","aquí",27,16,41,22
"951","barato",14,6,41,17
"952","bobo",30,8,41,11
"953","buzo",25,14,41,19
"954","desarrollo",19,8,41,25
"955","encontrar",19,11,41,24
"956","escritorio",21,10,41,20
"957","este",29,6,41,13
"958","estructura",17,12,41,26
"959","granja",20,6,41,12
"960","individuo",18,12,41,28
"961","jabón",9,8,41,15
"962","material",16,13,41,29
"963","pistola",25,12,41,18
"964","pobreza",15,8,41,25
"965","proteger",18,7,41,22
"966","rabia",20,10,41,20
"967","resultado",15,8,41,25
"968","río",18,14,41,25
"969","suelo",24,8,41,20
"970","sufrimiento",16,12,41,30
"971","tele",27,18,41,23
"972","temor",19,12,41,29
"973","tierno",16,11,41,31
"974","tinta",15,11,41,22
"975","armonía",13,10,40,28
"976","asesinato",30,11,40,16
"977","avanzar",18,11,40,23
"978","beso",17,6,40,17
"979","economía",19,14,40,29
"980","enseñanza",21,11,40,23
"981","escritura",23,14,40,23
"982","gigante",14,5,40,17
"983","gracioso",20,9,40,16
"984","lejano",18,9,40,23
"985","lunes",30,11,40,13
"986","marihuana",27,10,40,16
"987","menos",25,6,40,15
"988","normal",20,10,40,22
"989","oculto",17,10,40,24
"990","personalidad",22,15,40,28
"991","pobre",17,9,40,26
"992","reflejo",22,6,40,17
"993","responsable",12,10,40,26
"994","unidad",14,11,40,29
"995","viernes",22,3,40,11
"996","azúcar",12,5,39,21
"997","banda",19,14,39,25
"998","buscar",15,10,39,23
"999","cámara",21,11,39,18
"1000","caos",16,7,39,23
"1001","cartera",22,6,39,13
"1002","consecuencia",19,6,39,15
"1003","cruz",21,8,39,17
"1004","cuando",29,7,39,15
"1005","dentro",26,7,39,11
"1006","desayuno",13,9,39,16
"1007","empezar",17,9,39,18
"1008","explosión",23,7,39,14
"1009","feria",15,8,39,18
"1010","fotos",26,5,39,14
"1011","lechuga",28,10,39,14
"1012","liquido",15,11,39,26
"1013","listo",22,6,39,13
"1014","mitad",20,5,39,10
"1015","modelo",28,16,39,22
"1016","nivel",14,7,39,22
"1017","novedad",22,12,39,24
"1018","patio",20,7,39,19
"1019","pizza",17,9,39,26
"1020","recta",27,10,39,13
"1021","resta",27,4,39,10
"1022","rock",21,10,39,22
"1023","siete",24,7,39,13
"1024","sombrero",27,15,39,22
"1025","transito",25,12,39,15
"1026","una",17,5,39,23
"1027","actividad",10,8,38,30
"1028","amiga",14,11,38,29
"1029","búsqueda",12,11,38,31
"1030","carnaval",14,9,38,20
"1031","celeste",22,12,38,21
"1032","cerrar",25,4,38,10
"1033","comunidad",15,11,38,24
"1034","Egipto",30,6,38,8
"1035","elegancia",14,10,38,22
"1036","escalera",18,10,38,21
"1037","estufa",16,8,38,16
"1038","fiebre",21,3,38,8
"1039","flaco",29,11,38,15
"1040","fría",16,10,38,19
"1041","fuera",28,12,38,18
"1042","haber",30,4,38,6
"1043","hielo",16,8,38,14
"1044","horas",15,11,38,22
"1045","horror",17,13,38,27
"1046","imaginación",13,10,38,25
"1047","Montevideo",28,9,38,15
"1048","multitud",17,10,38,21
"1049","nadar",21,11,38,20
"1050","nervios",19,13,38,28
"1051","nubes",16,7,38,21
"1052","papeles",14,8,38,19
"1053","peludo",13,13,38,21
"1054","progreso",19,10,38,23
"1055","puesto",19,8,38,18
"1056","recibir",22,4,38,14
"1057","salvaje",10,9,38,23
"1058","tocar",19,15,38,26
"1059","total",16,12,38,22
"1060","utensilio",15,11,38,20
"1061","varón",15,9,38,18
"1062","...",34,34,37,37
"1063","amable",17,13,37,26
"1064","aviso",23,9,37,21
"1065","cercano",18,11,37,20
"1066","corbata",17,10,37,19
"1067","democracia",13,5,37,18
"1068","escape",23,4,37,12
"1069","estudios",20,12,37,24
"1070","formal",19,13,37,21
"1071","ganas",17,10,37,25
"1072","gol",25,7,37,11
"1073","habla",17,12,37,20
"1074","harina",24,8,37,11
"1075","higiene",17,8,37,18
"1076","humor",16,9,37,20
"1077","joda",23,9,37,18
"1078","miel",23,3,37,9
"1079","nostalgia",15,8,37,23
"1080","pagar",14,8,37,21
"1081","pájaros",15,7,37,23
"1082","papa",19,16,37,32
"1083","paso",16,16,37,32
"1084","perder",20,8,37,17
"1085","poseer",27,6,37,10
"1086","respirar",19,8,37,19
"1087","sostén",17,11,37,20
"1088","tacto",18,11,37,13
"1089","terror",18,12,37,20
"1090","agarrar",15,6,36,19
"1091","bondad",15,9,36,19
"1092","canto",8,4,36,18
"1093","cargo",23,15,36,21
"1094","club",20,15,36,24
"1095","comprar",19,13,36,24
"1096","conejo",12,8,36,14
"1097","conocido",14,9,36,18
"1098","cuerdas",15,6,36,11
"1099","cuidar",10,7,36,21
"1100","es",13,11,36,32
"1101","escoba",23,8,36,11
"1102","ideas",13,8,36,28
"1103","irse",23,14,36,20
"1104","mando",15,11,36,25
"1105","medir",27,10,36,13
"1106","oveja",23,6,36,11
"1107","pasar",12,11,36,27
"1108","peces",17,6,36,15
"1109","pelos",19,14,36,26
"1110","plástico",13,8,36,23
"1111","plenitud",13,10,36,25
"1112","puro",15,9,36,17
"1113","sabio",20,7,36,13
"1114","sillón",24,10,36,18
"1115","símbolo",12,7,36,22
"1116","sombra",13,9,36,24
"1117","tengo",16,10,36,28
"1118","urgencia",21,9,36,14
"1119","vez",15,9,36,14
"1120","volcán",30,2,36,3
"1121","adulto",18,10,35,21
"1122","África",14,8,35,15
"1123","broma",23,4,35,7
"1124","carretera",17,11,35,21
"1125","completa",21,2,35,7
"1126","conflicto",8,8,35,30
"1127","crecer",8,7,35,29
"1128","cuenta",16,13,35,25
"1129","danza",25,8,35,16
"1130","decir",16,8,35,19
"1131","dorado",11,8,35,23
"1132","efecto",23,6,35,12
"1133","esposa",25,11,35,16
"1134","fantasía",17,11,35,20
"1135","huesos",26,7,35,11
"1136","humedad",9,5,35,22
"1137","juguete",18,4,35,13
"1138","masa",18,12,35,22
"1139","moral",18,16,35,26
"1140","mucha",24,14,35,23
"1141","partido",21,17,35,25
"1142","presencia",17,8,35,24
"1143","profesor",16,11,35,21
"1144","rejas",22,8,35,10
"1145","ritmo",16,9,35,17
"1146","señal",15,12,35,24
"1147","serie",19,10,35,15
"1148","sitio",24,10,35,17
"1149","solidaridad",12,8,35,24
"1150","tornillo",28,3,35,4
"1151","trozo",28,4,35,5
"1152","TV",30,14,35,17
"1153","voluntad",11,6,35,23
"1154","voto",23,5,35,10
"1155","apuro",17,6,34,12
"1156","consumo",16,12,34,24
"1157","contento",19,10,34,22
"1158","contrato",14,6,34,19
"1159","corona",19,6,34,10
"1160","daño",16,15,34,27
"1161","datos",22,14,34,21
"1162","defensa",13,8,34,21
"1163","ducha",21,6,34,8
"1164","equilibrio",18,15,34,25
"1165","fino",10,9,34,27
"1166","general",21,12,34,23
"1167","gorda",21,10,34,18
"1168","insulto",17,9,34,14
"1169","maestra",15,10,34,19
"1170","mío",24,11,34,14
"1171","nube",15,9,34,18
"1172","por",19,8,34,21
"1173","posición",14,11,34,30
"1174","presidente",20,11,34,17
"1175","problemas",14,11,34,29
"1176","profesional",17,9,34,19
"1177","publico",19,8,34,19
"1178","rayas",16,5,34,11
"1179","sacar",15,7,34,22
"1180","sencillo",23,2,34,9
"1181","tarjeta",21,4,34,13
"1182","tiza",18,3,34,7
"1183","trato",17,8,34,20
"1184","abierta",28,9,33,13
"1185","ácido",17,2,33,12
"1186","armas",9,6,33,18
"1187","asociación",13,12,33,31
"1188","boda",21,8,33,13
"1189","calidad",16,8,33,21
"1190","cálido",9,7,33,27
"1191","cena",9,6,33,23
"1192","certeza",12,7,33,21
"1193","chiquito",16,13,33,23
"1194","cien",17,5,33,9
"1195","círculo",13,11,33,23
"1196","combustible",23,4,33,8
"1197","confort",19,11,33,20
"1198","crecimiento",11,4,33,22
"1199","ejemplo",15,6,33,18
"1200","ejercito",20,11,33,18
"1201","experimento",12,7,33,16
"1202","físico",18,11,33,17
"1203","fresca",17,11,33,18
"1204","hermana",20,10,33,19
"1205","limpiar",17,10,33,19
"1206","marca",10,5,33,20
"1207","marido",24,8,33,11
"1208","norte",18,5,33,10
"1209","oreja",22,8,33,13
"1210","proyecto",15,11,33,27
"1211","recto",13,8,33,18
"1212","rosa",15,12,33,23
"1213","salto",12,10,33,26
"1214","shopping",15,10,33,15
"1215","simpático",5,4,33,22
"1216","valores",16,13,33,25
"1217","volumen",14,10,33,21
"1218","afirmación",21,7,32,12
"1219","bailar",18,11,32,21
"1220","cable",20,11,32,15
"1221","cantar",12,7,32,24
"1222","casualidad",24,7,32,10
"1223","cometa",26,2,32,6
"1224","costo",22,6,32,9
"1225","cuba",20,4,32,6
"1226","cubo",18,9,32,14
"1227","dificultad",11,8,32,23
"1228","dueño",17,5,32,13
"1229","escondido",18,4,32,10
"1230","español",16,7,32,11
"1231","esposo",28,5,32,7
"1232","Estados Unidos",15,10,32,18
"1233","fideos",24,3,32,5
"1234","furia",17,6,32,10
"1235","gimnasia",18,9,32,21
"1236","girar",16,9,32,17
"1237","humana",17,6,32,14
"1238","ilusión",13,10,32,23
"1239","instante",15,6,32,15
"1240","intercambio",10,8,32,21
"1241","jean",21,5,32,7
"1242","jerarquía",10,10,32,24
"1243","lapicera",18,10,32,15
"1244","manera",21,5,32,12
"1245","minutos",15,5,32,12
"1246","mujeres",20,14,32,25
"1247","pedir",20,10,32,16
"1248","piscina",17,5,32,10
"1249","proceso",16,10,32,25
"1250","producto",8,4,32,22
"1251","profundidad",16,9,32,22
"1252","revolver",19,10,32,18
"1253","sin",21,7,32,15
"1254","soporte",15,7,32,17
"1255","suceso",15,8,32,19
"1256","te",16,12,32,20
"1257","vía",17,10,32,16
"1258","vivo",17,8,32,21
"1259","acontecimiento",21,13,31,17
"1260","actuar",7,7,31,21
"1261","ágil",14,10,31,19
"1262","árboles",18,10,31,18
"1263","área",19,10,31,13
"1264","balanza",20,6,31,9
"1265","cansado",12,9,31,22
"1266","chancho",26,4,31,6
"1267","complicado",19,7,31,13
"1268","comportamiento",13,5,31,13
"1269","con",15,6,31,20
"1270","condimento",16,6,31,7
"1271","contacto",9,7,31,23
"1272","crédito",21,1,31,9
"1273","cuatro",13,8,31,14
"1274","curiosidad",7,6,31,24
"1275","elefante",13,9,31,20
"1276","en",13,11,31,27
"1277","favor",15,8,31,14
"1278","grado",16,13,31,22
"1279","ingreso",18,12,31,17
"1280","locura",5,5,31,25
"1281","mascota",14,4,31,12
"1282","materia",21,15,31,21
"1283","nota",20,14,31,23
"1284","o",11,8,31,17
"1285","olvido",10,10,31,26
"1286","oscura",24,6,31,10
"1287","pasaje",10,8,31,21
"1288","Peñarol",21,11,31,17
"1289","pertenencia",9,8,31,23
"1290","química",18,11,31,20
"1291","reglas",12,11,31,26
"1292","remedio",9,5,31,14
"1293","sentarse",18,5,31,11
"1294","serio",16,12,31,21
"1295","tabla",17,11,31,19
"1296","texto",15,6,31,16
"1297","truco",15,9,31,19
"1298","abuelo",12,9,30,21
"1299","adiós",18,3,30,13
"1300","ahí",21,7,30,11
"1301","brasil",15,11,30,19
"1302","cancha",10,8,30,18
"1303","capital",21,7,30,10
"1304","castillo",14,6,30,15
"1305","cero",10,5,30,18
"1306","continuar",22,3,30,5
"1307","creación",11,8,30,25
"1308","cuaderno",13,9,30,18
"1309","depresión",9,5,30,16
"1310","discusión",5,4,30,20
"1311","elegir",14,5,30,19
"1312","equidad",18,8,30,15
"1313","España",10,8,30,18
"1314","evolución",10,7,30,19
"1315","gas",16,11,30,18
"1316","gay",24,5,30,8
"1317","genero",15,10,30,20
"1318","identificación",10,7,30,19
"1319","institución",18,11,30,21
"1320","jamás",26,1,30,2
"1321","lampara",14,4,30,13
"1322","móvil",20,9,30,15
"1323","ocho",19,6,30,10
"1324","payaso",18,9,30,12
"1325","plato",8,7,30,23
"1326","polvo",11,9,30,20
"1327","posible",15,10,30,19
"1328","prenda",20,15,30,18
"1329","próximo",20,6,30,12
"1330","rambla",9,8,30,19
"1331","raza",16,8,30,12
"1332","realidad",9,8,30,20
"1333","roca",15,6,30,15
"1334","sistema",10,9,30,23
"1335","territorio",11,7,30,19
"1336","trampa",13,8,30,19
"1337","turismo",9,8,30,13
"1338","uva",24,5,30,6
"1339","vereda",9,3,30,20
"1340","vital",17,14,30,23
"1341","acto",15,10,29,19
"1342","agresión",18,9,29,17
"1343","alarma",10,5,29,17
"1344","análisis",12,5,29,20
"1345","animo",11,6,29,19
"1346","arreglo",8,2,29,16
"1347","así",17,11,29,18
"1348","asiento",13,6,29,17
"1349","bastón",14,5,29,10
"1350","cerradura",16,5,29,9
"1351","cierto",14,9,29,16
"1352","cinco",17,7,29,12
"1353","cinta",10,6,29,17
"1354","coche",20,13,29,18
"1355","colectivo",14,6,29,18
"1356","columna",15,6,29,14
"1357","contrario",21,2,29,3
"1358","cuentas",11,7,29,20
"1359","documento",14,9,29,19
"1360","espectáculo",13,7,29,17
"1361","espíritu",18,10,29,18
"1362","fila",17,9,29,12
"1363","fracaso",13,6,29,16
"1364","goma",13,9,29,15
"1365","hueso",15,8,29,13
"1366","ida",17,10,29,15
"1367","incierto",10,5,29,12
"1368","intriga",14,8,29,18
"1369","investigar",9,7,29,22
"1370","juzgado",16,12,29,15
"1371","loca",15,12,29,22
"1372","local",14,9,29,16
"1373","mago",19,8,29,10
"1374","mental",15,10,29,19
"1375","mojado",13,11,29,20
"1376","orgullo",9,4,29,21
"1377","oso",9,2,29,17
"1378","pesos",16,9,29,12
"1379","piano",16,11,29,20
"1380","pone",28,3,29,3
"1381","princesa",17,7,29,10
"1382","puta",20,12,29,16
"1383","remera",23,6,29,8
"1384","tiro",21,8,29,13
"1385","veneno",12,4,29,10
"1386","venir",20,8,29,10
"1387","viajes",14,7,29,16
"1388","alivio",4,4,28,24
"1389","ambulancia",18,6,28,8
"1390","atento",8,6,28,20
"1391","aventura",9,8,28,24
"1392","bolso",20,7,28,8
"1393","bomba",16,8,28,13
"1394","calendario",11,8,28,18
"1395","cáncer",9,6,28,15
"1396","candado",11,6,28,11
"1397","cartel",14,11,28,16
"1398","cerrada",18,4,28,12
"1399","científico",19,11,28,16
"1400","claridad",10,7,28,19
"1401","colgar",13,4,28,10
"1402","comunicar",10,7,28,18
"1403","crear",12,8,28,19
"1404","creer",14,12,28,18
"1405","deportes",6,5,28,19
"1406","diez",13,4,28,12
"1407","dormitorio",15,4,28,10
"1408","espada",16,11,28,20
"1409","finalizado",19,5,28,6
"1410","genial",9,9,28,22
"1411","geografía",17,8,28,15
"1412","geometría",10,5,28,12
"1413","grito",6,6,28,24
"1414","gusano",18,6,28,8
"1415","herida",15,9,28,16
"1416","hola",15,11,28,19
"1417","maquina",14,8,28,18
"1418","melodía",8,7,28,14
"1419","molestia",7,7,28,23
"1420","oferta",20,5,28,9
"1421","orquesta",8,5,28,12
"1422","permiso",16,6,28,9
"1423","pescado",19,12,28,17
"1424","plano",17,6,28,13
"1425","regla",11,10,28,19
"1426","roedor",21,5,28,6
"1427","serpiente",21,6,28,10
"1428","sexual",13,6,28,13
"1429","timbre",15,8,28,12
"1430","tipo",13,7,28,14
"1431","trae",27,1,28,1
"1432","tránsito",8,7,28,19
"1433","tuyo",19,6,28,9
"1434","vicio",13,9,28,18
"1435","abeja",22,6,27,8
"1436","aburrimiento",10,8,27,21
"1437","América",14,6,27,12
"1438","anciano",18,8,27,14
"1439","atractivo",12,6,27,11
"1440","base",14,9,27,19
"1441","botón",13,8,27,18
"1442","bus",18,6,27,12
"1443","caballero",15,5,27,8
"1444","cajón",14,9,27,18
"1445","caso",14,9,27,16
"1446","complejo",9,7,27,19
"1447","conciencia",8,7,27,24
"1448","contar",11,8,27,21
"1449","creatividad",8,7,27,23
"1450","decoración",6,6,27,24
"1451","discriminación",12,9,27,15
"1452","domingo",9,6,27,19
"1453","don",14,7,27,14
"1454","electrónico",20,8,27,10
"1455","esquina",13,10,27,17
"1456","firme",13,12,27,22
"1457","gaucho",9,5,27,12
"1458","goce",16,4,27,13
"1459","gracias",18,8,27,14
"1460","hija",14,11,27,18
"1461","huella",22,5,27,9
"1462","humanidad",9,8,27,23
"1463","inútil",9,7,27,22
"1464","jueves",16,5,27,7
"1465","juventud",14,12,27,25
"1466","lago",11,9,27,19
"1467","mochila",9,7,27,17
"1468","nueve",18,3,27,8
"1469","países",15,10,27,16
"1470","pantalla",15,11,27,15
"1471","papá",15,9,27,20
"1472","parada",19,5,27,10
"1473","peligroso",6,5,27,22
"1474","pérdida",3,3,27,25
"1475","piernas",11,7,27,17
"1476","plan",18,10,27,18
"1477","precaución",8,3,27,14
"1478","querido",10,10,27,24
"1479","reacción",13,7,27,17
"1480","reptil",15,6,27,7
"1481","rostro",23,5,27,7
"1482","salario",13,5,27,11
"1483","salón",14,8,27,18
"1484","tienda",16,13,27,21
"1485","única",16,12,27,20
"1486","vacuna",14,5,27,7
"1487","vender",15,9,27,17
"1488","violeta",15,13,27,20
"1489","yerba",12,4,27,9
"1490","actores",11,4,26,13
"1491","adicción",10,6,26,12
"1492","almuerzo",13,8,26,14
"1493","atar",6,4,26,12
"1494","barrer",20,2,26,4
"1495","billete",10,5,26,14
"1496","bonito",15,9,26,17
"1497","calidez",6,6,26,25
"1498","casco",9,6,26,15
"1499","chofer",20,3,26,6
"1500","circular",13,8,26,15
"1501","concentración",12,7,26,17
"1502","dedicación",10,10,26,23
"1503","delincuente",9,8,26,20
"1504","derechos",8,5,26,18
"1505","destreza",18,5,26,10
"1506","destrucción",7,6,26,16
"1507","diversidad",10,10,26,21
"1508","drama",12,5,26,12
"1509","entorno",9,4,26,15
"1510","escaso",16,5,26,9
"1511","escrito",15,13,26,21
"1512","estilo",14,11,26,19
"1513","expectativa",8,8,26,26
"1514","finalizar",19,9,26,11
"1515","frescura",10,8,26,19
"1516","gasto",7,6,26,18
"1517","hay",21,10,26,12
"1518","helicóptero",21,2,26,4
"1519","horizonte",7,7,26,21
"1520","horrible",18,14,26,22
"1521","impar",16,4,26,8
"1522","inesperado",10,4,26,11
"1523","ira",19,8,26,9
"1524","lealtad",10,7,26,21
"1525","liviano",12,7,26,18
"1526","luminoso",13,6,26,15
"1527","mágica",19,6,26,8
"1528","mierda",18,11,26,18
"1529","monedas",10,7,26,14
"1530","motor",9,8,26,20
"1531","muro",18,4,26,11
"1532","nación",14,6,26,10
"1533","nena",17,8,26,13
"1534","nudo",15,8,26,12
"1535","nuez",20,5,26,6
"1536","paloma",16,8,26,13
"1537","percepción",12,8,26,18
"1538","perdido",12,9,26,18
"1539","periódico",22,5,26,9
"1540","plana",18,3,26,5
"1541","público",15,9,26,16
"1542","siesta",16,8,26,14
"1543","socorro",17,7,26,8
"1544","arrepentimiento",7,4,25,6
"1545","Australia",18,2,25,5
"1546","ayudante",21,2,25,3
"1547","banana",12,8,25,13
"1548","béisbol",19,2,25,4
"1549","camping",15,4,25,10
"1550","cartón",11,3,25,7
"1551","clima",16,11,25,15
"1552","collar",12,5,25,10
"1553","como",16,9,25,15
"1554","compañeros",9,9,25,18
"1555","creencia",11,5,25,10
"1556","dama",15,4,25,10
"1557","deberes",14,6,25,14
"1558","débil",12,8,25,20
"1559","desigual",13,7,25,10
"1560","dictadura",10,8,25,15
"1561","emociones",15,7,25,16
"1562","encuentra",23,1,25,2
"1563","enojado",20,5,25,7
"1564","escenario",10,8,25,12
"1565","esfera",12,4,25,10
"1566","espalda",12,7,25,12
"1567","etapa",7,7,25,21
"1568","felino",15,4,25,4
"1569","fondo",15,10,25,14
"1570","fruto",18,10,25,12
"1571","grano",11,5,25,9
"1572","grasa",14,10,25,18
"1573","huir",11,8,25,15
"1574","imposible",13,8,25,15
"1575","inmenso",15,12,25,16
"1576","lazo",12,8,25,17
"1577","línea",15,9,25,18
"1578","llena",15,5,25,12
"1579","metro",15,4,25,12
"1580","pariente",15,7,25,10
"1581","particular",10,7,25,20
"1582","pegar",11,7,25,15
"1583","presentación",12,5,25,9
"1584","quieto",11,7,25,18
"1585","saludo",10,7,25,13
"1586","servicio",8,6,25,23
"1587","tapa",13,6,25,12
"1588","tapado",13,5,25,10
"1589","taza",17,10,25,13
"1590","tío",15,5,25,9
"1591","victoria",10,6,25,13
"1592","vuela",13,9,25,17
"1593","amado",22,1,24,1
"1594","bajar",15,1,24,7
"1595","burocracia",10,7,24,16
"1596","carro",13,7,24,12
"1597","caza",10,7,24,14
"1598","conclusión",7,5,24,13
"1599","corredor",21,4,24,5
"1600","culpa",11,8,24,16
"1601","extenso",14,5,24,9
"1602","Facebook",15,8,24,11
"1603","ficción",15,6,24,10
"1604","fortaleza",14,10,24,18
"1605","fugaz",11,7,24,16
"1606","ganancia",6,6,24,20
"1607","hermanos",7,6,24,21
"1608","individual",7,6,24,19
"1609","informativo",12,6,24,13
"1610","intelectual",15,9,24,16
"1611","intento",11,8,24,15
"1612","justo",7,6,24,18
"1613","lista",9,9,24,18
"1614","mail",19,7,24,8
"1615","martes",20,2,24,5
"1616","miércoles",16,2,24,5
"1617","moverse",11,10,24,16
"1618","nacimiento",11,5,24,10
"1619","nosotros",13,4,24,11
"1620","novela",10,8,24,20
"1621","olfato",10,2,24,9
"1622","origen",11,6,24,17
"1623","original",11,8,24,18
"1624","pala",14,5,24,10
"1625","partida",12,7,24,14
