"","response","Freq","nWords","isASCII"
"1035","cola larga",3,2,1
"1036","com",3,1,1
"1037","comida chatarra",3,2,1
"1038","comodida",3,1,1
"1039","comodos",3,1,1
"1040","compartit",3,1,1
"1041","con amigos",3,2,1
"1042","con leche",3,2,1
"1043","concluído",3,1,0
"1044","condorito",3,1,1
"1045","conección",3,1,0
"1046","confusion",3,1,1
"1047","conpartir",3,1,1
"1048","conservacion",3,1,1
"1049","CONSTRUCCION",3,1,1
"1050","contruccion",3,1,1
"1051","convencion",3,1,1
"1052","conyuge",3,1,1
"1053","conyugue",3,1,1
"1054","cooperacion",3,1,1
"1055","CORAZON",3,1,1
"1056","cordon",3,1,1
"1057","crustaceo",3,1,1
"1058","cucu",3,1,1
"1059","cutsa",3,1,1
"1060","de baño",3,2,0
"1061","de estado",3,2,1
"1062","de guerra",3,2,1
"1063","de la vida",3,3,1
"1064","de lana",3,2,1
"1065","de las piedras",3,3,1
"1066","de mar",3,2,1
"1067","de mi",3,2,1
"1068","de música",3,2,0
"1069","de nada",3,2,1
"1070","de nosotros",3,2,1
"1071","de plata",3,2,1
"1072","de prensa",3,2,1
"1073","de queda",3,2,1
"1074","de sol",3,2,1
"1075","de todos",3,2,1
"1076","de valores",3,2,1
"1077","debito",3,1,1
"1078","decepcion",3,1,1
"1079","del país",3,2,0
"1080","del tiempo",3,2,1
"1081","delfin",3,1,1
"1082","delimitacion",3,1,1
"1083","desafios",3,1,1
"1084","despota",3,1,1
"1085","diametro",3,1,1
"1086","dibujo animado",3,2,1
"1087","dibujos animados",3,2,1
"1088","Dificil",3,1,1
"1089","DIFICIL",3,1,1
"1090","difusion",3,1,1
"1091","diner",3,1,1
"1092","distencion",3,1,1
"1093","distension",3,1,1
"1094","diu",3,1,1
"1095","diverción",3,1,0
"1096","dominacion",3,1,1
"1097","don quijote",3,2,1
"1098","dragon",3,1,1
"1099","dumbo",3,1,1
"1100","dvd",3,1,1
"1101","ecologica",3,1,1
"1102","Edad Media",3,2,1
"1103","ELECCION",3,1,1
"1104","en frente",3,2,1
"1105","enanitos",3,1,1
"1106","encuadernacion",3,1,1
"1107","es posible",3,2,1
"1108","escalofrio",3,1,1
"1109","escalon",3,1,1
"1110","escazo",3,1,1
"1111","estatico",3,1,1
"1112","estiercol",3,1,1
"1113","eucaliptus",3,1,1
"1114","excel",3,1,1
"1115","exclamacion",3,1,1
"1116","excluído",3,1,0
"1117","exelente",3,1,1
"1118","EXITO",3,1,1
"1119","expancion",3,1,1
"1120","explocion",3,1,1
"1121","eyaculación",3,1,0
"1122","faina",3,1,1
"1123","Fantasia",3,1,1
"1124","far west",3,2,1
"1125","feo olor",3,2,1
"1126","ferreteria",3,1,1
"1127","fin de año",3,3,0
"1128","fluo",3,1,1
"1129","fluor",3,1,1
"1130","formar parte",3,2,1
"1131","frances",3,1,1
"1132","FREUD",3,1,1
"1133","fué",3,1,0
"1134","fuera de lo común",3,4,0
"1135","fueza",3,1,1
"1136","funebre",3,1,1
"1137","galardon",3,1,1
"1138","geografico",3,1,1
"1139","gerra",3,1,1
"1140","gestion",3,1,1
"1141","girafa",3,1,1
"1142","gmail",3,1,1
"1143","gondolas",3,1,1
"1144","griz",3,1,1
"1145","groseria",3,1,1
"1146","gun",3,1,1
"1147","guri",3,1,1
"1148","habilitacion",3,1,1
"1149","habitab",3,1,1
"1150","hacerse cargo",3,2,1
"1151","herreria",3,1,1
"1152","higado",3,1,1
"1153","higienico",3,1,1
"1154","hipotetico",3,1,1
"1155","histerica",3,1,1
"1156","hitler",3,1,1
"1157","hollin",3,1,1
"1158","huerfano",3,1,1
"1159","ideologia",3,1,1
"1160","idioma español",3,2,0
"1161","idolo",3,1,1
"1162","impresion",3,1,1
"1163","inauguracion",3,1,1
"1164","indigenas",3,1,1
"1165","infeccion",3,1,1
"1166","inflable",3,1,1
"1167","inflacion",3,1,1
"1168","informatico",3,1,1
"1169","instruccion",3,1,1
"1170","intencion",3,1,1
"1171","invencion",3,1,1
"1172","invitacion",3,1,1
"1173","israel",3,1,1
"1174","item",3,1,1
"1175","JABON",3,1,1
"1176","jaja",3,1,1
"1177","joyeria",3,1,1
"1178","justificacion",3,1,1
"1179","kadabra",3,1,1
"1180","karate",3,1,1
"1181","la noche",3,2,1
"1182","larga distancia",3,2,1
"1183","largo plazo",3,2,1
"1184","lcd",3,1,1
"1185","league of legends",3,3,1
"1186","LIMON",3,1,1
"1187","lo que queda",3,3,1
"1188","lo siento",3,2,1
"1189","lobo marino",3,2,1
"1190","mal estar",3,2,1
"1191","mal visto",3,2,1
"1192","mala gente",3,2,1
"1193","mala palabra",3,2,1
"1194","mala suerte",3,2,1
"1195","maletin",3,1,1
"1196","manuel",3,1,1
"1197","maradona",3,1,1
"1198","marley",3,1,1
"1199","MATEMATICA",3,1,1
"1200","matematico",3,1,1
"1201","matillo",3,1,1
"1202","maximo",3,1,1
"1203","mayoria",3,1,1
"1204","medicacion",3,1,1
"1205","medioambiente",3,1,1
"1206","MELODIA",3,1,1
"1207","menstruacion",3,1,1
"1208","metrica",3,1,1
"1209","mi hija",3,2,1
"1210","momentaneo",3,1,1
"1211","monotonia",3,1,1
"1212","MOÑA",3,1,0
"1213","morfeo",3,1,1
"1214","MORRON",3,1,1
"1215","muchas cosas",3,2,1
"1216","muchi",3,1,1
"1217","MUJICA",3,1,1
"1218","MULTIPLICACION",3,1,1
"1219","muscia",3,1,1
"1220","musico",3,1,1
"1221","nano",3,1,1
"1222","narco",3,1,1
"1223","nemo",3,1,1
"1224","new york",3,2,1
"1225","ni idea",3,2,1
"1226","nilo",3,1,1
"1227","no más",3,2,0
"1228","no más palabras",3,3,0
"1229","no pasar",3,2,1
"1230","no saber",3,2,1
"1231","no sé",3,2,0
"1232","noel",3,1,1
"1233","nombre propio",3,2,1
"1234","nos vemos",3,2,1
"1235","now",3,1,1
"1236","NUEVO",3,1,1
"1237","numerica",3,1,1
"1238","nuves",3,1,1
"1239","obeja",3,1,1
"1240","obsesion",3,1,1
"1241","obstaculos",3,1,1
"1242","obtencion",3,1,1
"1243","OCEANO",3,1,1
"1244","ocupacion",3,1,1
"1245","ojos cerrados",3,2,1
"1246","olimpico",3,1,1
"1247","olor feo",3,2,1
"1248","on",3,1,1
"1249","ondo",3,1,1
"1250","OPCION",3,1,1
"1251","operacion",3,1,1
"1252","oseo",3,1,1
"1253","otorrino",3,1,1
"1254","PAISES",3,1,1
"1255","PALA",3,1,1
"1256","panama",3,1,1
"1257","PAPA NOEL",3,2,1
"1258","paralisis",3,1,1
"1259","parentezco",3,1,1
"1260","Paris",3,1,1
"1261","participacion",3,1,1
"1262","pasan",3,1,1
"1263","patetico",3,1,1
"1264","pequeno",3,1,1
"1265","perdio",3,1,1
"1266","persecucion",3,1,1
"1267","persona mayor",3,2,1
"1268","picardia",3,1,1
"1269","picaro",3,1,1
"1270","piolin",3,1,1
"1271","pittamiglio",3,1,1
"1272","piza",3,1,1
"1273","PLASTICO",3,1,1
"1274","platon",3,1,1
"1275","polera",3,1,1
"1276","Policia",3,1,1
"1277","POLITICA",3,1,1
"1278","polución",3,1,0
"1279","popeye",3,1,1
"1280","por ahí",3,2,0
"1281","por ciento",3,2,1
"1282","por lo tanto",3,3,1
"1283","precausion",3,1,1
"1284","precidente",3,1,1
"1285","principes",3,1,1
"1286","prosegur",3,1,1
"1287","PROTECCION",3,1,1
"1288","proteinas",3,1,1
"1289","protejer",3,1,1
"1290","psiquiatria",3,1,1
"1291","pua",3,1,1
"1292","publicacion",3,1,1
"1293","PUENTE",3,1,1
"1294","punta del este",3,3,1
"1295","puntos cardinales",3,2,1
"1296","qué?",3,1,0
"1297","recien",3,1,1
"1298","RELACION",3,1,1
"1299","Religion",3,1,1
"1300","renglon",3,1,1
"1301","reuniòn",3,1,0
"1302","reyna",3,1,1
"1303","ridiculo",3,1,1
"1304","rie",3,1,1
"1305","riezgo",3,1,1
"1306","rin",3,1,1
"1307","rio de janeiro",3,3,1
"1308","rodo",3,1,1
"1309","roj",3,1,1
"1310","s.o.s.",3,1,1
"1311","sado",3,1,1
"1312","sagre",3,1,1
"1313","saliba",3,1,1
"1314","satan",3,1,1
"1315","SEPARACION",3,1,1
"1316","septimo",3,1,1
"1317","ser feliz",3,2,1
"1318","seres queridos",3,2,1
"1319","seres vivos",3,2,1
"1320","shakira",3,1,1
"1321","sherif",3,1,1
"1322","shoping",3,1,1
"1323","SHOPPING",3,1,1
"1324","simil",3,1,1
"1325","sin gracia",3,2,1
"1326","sin limite",3,2,1
"1327","sin límites",3,2,0
"1328","sin salida",3,2,1
"1329","sin sentido",3,2,1
"1330","sin valor",3,2,1
"1331","socializacion",3,1,1
"1332","SOLUCION",3,1,1
"1333","sucesion",3,1,1
"1334","sueve",3,1,1
"1335","superhéroe",3,1,0
"1336","tabare",3,1,1
"1337","tapon",3,1,1
"1338","tarzan",3,1,1
"1339","tasmania",3,1,1
"1340","tectonica",3,1,1
"1341","tentacion",3,1,1
"1342","tezón",3,1,0
"1343","the end",3,2,1
"1344","tigo",3,1,1
"1345","timon",3,1,1
"1346","trio",3,1,1
"1347","tripode",3,1,1
"1348","trizteza",3,1,1
"1349","tu hermana",3,2,1
"1350","tuberculo",3,1,1
"1351","tubo de ensayo",3,3,1
"1352","tubo ensayo",3,2,1
"1353","tucuman",3,1,1
"1354","Union",3,1,1
"1355","utero",3,1,1
"1356","vagon",3,1,1
"1357","veiculo",3,1,1
"1358","vertice",3,1,1
"1359","violacion",3,1,1
"1360","vivora",3,1,1
"1361","washington",3,1,1
"1362","williams",3,1,1
"1363","xxx",3,1,1
"1364","y coma",3,2,1
"1365","y hecho",3,2,1
"1366","y pico",3,2,1
"1367","zeppelin",3,1,1
"1368","ZOOLOGICO",3,1,1
"1369",":)",2,1,1
"1370","100 años",2,2,0
"1371","24 horas",2,2,1
"1372","4x4",2,1,1
"1373","7 dias",2,2,1
"1374","a algo",2,2,1
"1375","a bordo",2,2,1
"1376","a cambio",2,2,1
"1377","a continuación",2,2,0
"1378","A el",2,2,1
"1379","a la mitad",2,3,1
"1380","a la naranja",2,3,1
"1381","a la vinagreta",2,3,1
"1382","a medias",2,2,1
"1383","a seguir",2,2,1
"1384","A4",2,1,1
"1385","abiertp",2,1,1
"1386","abreu",2,1,1
"1387","abu",2,1,1
"1388","Accion",2,1,1
"1389","acensor",2,1,1
"1390","acentuacion",2,1,1
"1391","acerca de",2,2,1
"1392","acidente",2,1,1
"1393","acme",2,1,1
"1394","actividad fisica",2,2,1
"1395","actividad física",2,2,0
"1396","actuacion",2,1,1
"1397","actualizacion",2,1,1
"1398","ADICCION",2,1,1
"1399","ADIOS",2,1,1
"1400","adoquín",2,1,0
"1401","adulto mayor",2,2,1
"1402","aereopuerto",2,1,1
"1403","afro",2,1,1
"1404","agazajo",2,1,1
"1405","agricola",2,1,1
"1406","agu",2,1,1
"1407","agua jane",2,2,1
"1408","aguacil",2,1,1
"1409","aguijon",2,1,1
"1410","agus",2,1,1
"1411","agustia",2,1,1
"1412","agustin",2,1,1
"1413","ahoracar",2,1,1
"1414","ajedréz",2,1,0
"1415","ajenidad",2,1,1
"1416","ajuga",2,1,1
"1417","al aire",2,2,1
"1418","al arco",2,2,1
"1419","al fin",2,2,1
"1420","al frente",2,2,1
"1421","al pie",2,2,1
"1422","al ras",2,2,1
"1423","ala ancha",2,2,1
"1424","aladín",2,1,0
"1425","alajas",2,1,1
"1426","albedrio",2,1,1
"1427","alcaldia",2,1,1
"1428","alcanze",2,1,1
"1429","alchool",2,1,1
"1430","alcoholico",2,1,1
"1431","aleg",2,1,1
"1432","alegoria",2,1,1
"1433","alegri",2,1,1
"1434","alejandro",2,1,1
"1435","ALGEBRA",2,1,1
"1436","algo bueno",2,2,1
"1437","algun",2,1,1
"1438","ALGUN",2,1,1
"1439","algun dia",2,2,1
"1440","alien",2,1,1
"1441","alienacion",2,1,1
"1442","aliens",2,1,1
"1443","ALLI",2,1,1
"1444","ALMACEN",2,1,1
"1445","alta temperatura",2,2,1
"1446","alteracion",2,1,1
"1447","altisimo",2,1,1
"1448","alto nivel",2,2,1
"1449","ama de casa",2,3,1
"1450","ambre",2,1,1
"1451","amigdalas",2,1,1
"1452","amoral",2,1,1
"1453","amrillo",2,1,1
"1454","an",2,1,1
"1455","analitico",2,1,1
"1456","anana",2,1,1
"1457","anarquia",2,1,1
"1458","anchorena",2,1,1
"1459","and",2,1,1
"1460","anecdota",2,1,1
"1461","anmal",2,1,1
"1462","antártida",2,1,0
"1463","antibiotico",2,1,1
"1464","antigüo",2,1,0
"1465","antonimo",2,1,1
"1466","añana",2,1,0
"1467","añosa",2,1,0
"1468","apolar",2,1,1
"1469","apostador",2,1,1
"1470","aprendiente",2,1,1
"1471","aprendisaje",2,1,1
"1472","apreta",2,1,1
"1473","aprovado",2,1,1
"1474","aproximacion",2,1,1
"1475","arabes",2,1,1
"1476","arabia",2,1,1
"1477","aragan",2,1,1
"1478","arjona",2,1,1
"1479","arnold",2,1,1
"1480","arqueologia",2,1,1
"1481","arriva",2,1,1
"1482","articulacion",2,1,1
"1483","artistica",2,1,1
"1484","artropodo",2,1,1
"1485","arturo",2,1,1
"1486","asociacio",2,1,1
"1487","astori",2,1,1
"1488","atlantico",2,1,1
"1489","atr",2,1,1
"1490","atun",2,1,1
"1491","aua",2,1,1
"1492","automoviles",2,1,1
"1493","autorrealización",2,1,0
"1494","avanze",2,1,1
"1495","aveja",2,1,1
"1496","aver",2,1,1
"1497","Avion",2,1,1
"1498","aviòn",2,1,0
"1499","axon",2,1,1
"1500","ay!",2,1,1
"1501","back",2,1,1
"1502","baco",2,1,1
"1503","baguette",2,1,1
"1504","baja autoestima",2,2,1
"1505","balneareo",2,1,1
"1506","banderin",2,1,1
"1507","bara",2,1,1
"1508","barbaro",2,1,1
"1509","barcelona",2,1,1
"1510","basica",2,1,1
"1511","basketbol",2,1,1
"1512","basural",2,1,1
"1513","Batlle",2,1,1
"1514","beat",2,1,1
"1515","bebè",2,1,0
"1516","bendicion",2,1,1
"1517","bichito",2,1,1
"1518","bien hecho",2,2,1
"1519","bill",2,1,1
"1520","biodegradable",2,1,1
"1521","birra",2,1,1
"1522","blue",2,1,1
"1523","bobería",2,1,0
"1524","BOLIGRAFO",2,1,1
"1525","bolt",2,1,1
"1526","Bolt",2,1,1
"1527","Bondi",2,1,1
"1528","botox",2,1,1
"1529","boveda",2,1,1
"1530","braile",2,1,1
"1531","britanico",2,1,1
"1532","buen dia",2,2,1
"1533","buena suerte",2,2,1
"1534","buenas costumbres",2,2,1
"1535","buraco",2,1,1
"1536","busca lleno de esperanza",2,4,1
"1537","butiá",2,1,0
"1538","caball",2,1,1
"1539","cabutiá",2,1,0
"1540","caceria",2,1,1
"1541","cachavacha",2,1,1
"1542","cafeina",2,1,1
"1543","caido",2,1,1
"1544","cajita",2,1,1
"1545","CAJON",2,1,1
"1546","calderín",2,1,0
"1547","calecita",2,1,1
"1548","calefón",2,1,0
"1549","calidad de vida",2,3,1
"1550","camaron",2,1,1
"1551","campal",2,1,1
"1552","CAMPEON",2,1,1
"1553","canabis",2,1,1
"1554","CANCER",2,1,1
"1555","canciòn",2,1,0
"1556","CANDOMBE",2,1,1
"1557","caña de pescar",2,3,0
"1558","cañamo",2,1,0
"1559","capacitacion",2,1,1
"1560","caravanas",2,1,1
"1561","carbohidrato",2,1,1
"1562","cardio",2,1,1
"1563","cardozo",2,1,1
"1564","carlo",2,1,1
"1565","carniceria",2,1,1
"1566","carreton",2,1,1
"1567","cartilago",2,1,1
"1568","cazafantasmas",2,1,1
"1569","cefalopodo",2,1,1
"1570","CELEBRACION",2,1,1
"1571","centigrado",2,1,1
"1572","CERAMICA",2,1,1
"1573","cerbeza",2,1,1
"1574","CESPED",2,1,1
"1575","cespeded",2,1,1
"1576","chalana",2,1,1
"1577","champión",2,1,0
"1578","champu",2,1,1
"1579","chela",2,1,1
"1580","chicato",2,1,1
"1581","chiquitito",2,1,1
"1582","chistido",2,1,1
"1583","chivito",2,1,1
"1584","chocolatada",2,1,1
"1585","CHOFER",2,1,1
"1586","choripan",2,1,1
"1587","chuchillo",2,1,1
"1588","chusmo",2,1,1
"1589","cielorraso",2,1,1
"1590","cigüeñal",2,1,0
"1591","civico",2,1,1
"1592","clasica",2,1,1
"1593","clinico",2,1,1
"1594","clinton",2,1,1
"1595","closet",2,1,1
"1596","cmputadora",2,1,1
"1597","cocktail",2,1,1
"1598","cognac",2,1,1
"1599","coima",2,1,1
"1600","combustion",2,1,1
"1601","comida mexicana",2,2,1
"1602","COMODA",2,1,1
"1603","compacion",2,1,1
"1604","companía",2,1,0
"1605","COMPAÑIA",2,1,0
"1606","compar",2,1,1
"1607","COMUN",2,1,1
"1608","comùn",2,1,0
"1609","conaprole",2,1,1
"1610","concenso",2,1,1
"1611","concesion",2,1,1
"1612","conciente",2,1,1
"1613","conclución",2,1,0
"1614","confeccion",2,1,1
"1615","confesion",2,1,1
"1616","consideracion",2,1,1
"1617","consiencia",2,1,1
"1618","CONTAMINACION",2,1,1
"1619","contemporaneo",2,1,1
"1620","contestacion",2,1,1
"1621","continuacion",2,1,1
"1622","continue",2,1,1
"1623","CONVERSACION",2,1,1
"1624","conyuges",2,1,1
"1625","coordinacion",2,1,1
"1626","coquita",2,1,1
"1627","corage",2,1,1
"1628","Corazon",2,1,1
"1629","corazòn",2,1,0
"1630","correccion",2,1,1
"1631","cortito",2,1,1
"1632","corto de vista",2,3,1
"1633","cosina",2,1,1
"1634","cosita",2,1,1
"1635","cosmico",2,1,1
"1636","cosmo",2,1,1
"1637","cotidianeidad",2,1,1
"1638","cotillon",2,1,1
"1639","couch",2,1,1
"1640","country",2,1,1
"1641","crá",2,1,0
"1642","crayola",2,1,1
"1643","creible",2,1,1
"1644","cti",2,1,1
"1645","cuack",2,1,1
"1646","cuarto oscuro",2,2,1
"1647","cuatro patas",2,2,1
"1648","cuchi",2,1,1
"1649","cuerpos celestes",2,2,1
"1650","cuidadi",2,1,1
"1651","cuidado!",2,1,1
"1652","cumpleanios",2,1,1
"1653","cumulo",2,1,1
"1654","cupula",2,1,1
"1655","curriculum",2,1,1
"1656","cuspide",2,1,1
"1657","daikiri",2,1,1
"1658","dalí",2,1,0
"1659","danino",2,1,1
"1660","dar a luz",2,3,1
"1661","dar vuelta",2,2,1
"1662","dario",2,1,1
"1663","de acá",2,2,0
"1664","de ala ancha",2,3,1
"1665","de arte",2,2,1
"1666","de atención",2,2,0
"1667","de auto",2,2,1
"1668","de baile",2,2,1
"1669","de blancas",2,2,1
"1670","de bodas",2,2,1
"1671","de capital",2,2,1
"1672","de colores",2,2,1
"1673","de conducir",2,2,1
"1674","de crédito",2,2,0
"1675","de el",2,2,1
"1676","de eso",2,2,1
"1677","de espera",2,2,1
"1678","de fuego",2,2,1
"1679","de fumar",2,2,1
"1680","de fútbol",2,2,0
"1681","de goma",2,2,1
"1682","de hierro",2,2,1
"1683","de hogar",2,2,1
"1684","de honor",2,2,1
"1685","de hora",2,2,1
"1686","de la mano",2,3,1
"1687","de largo",2,2,1
"1688","de libertad",2,2,1
"1689","de llegada",2,2,1
"1690","de luz",2,2,1
"1691","de muerte",2,2,1
"1692","de nadie",2,2,1
"1693","de panico",2,2,1
"1694","de pasajero",2,2,1
"1695","de pollo",2,2,1
"1696","de pronto",2,2,1
"1697","de que",2,2,1
"1698","de ropa",2,2,1
"1699","de sangre",2,2,1
"1700","de sitio",2,2,1
"1701","de tela",2,2,1
"1702","de transito",2,2,1
"1703","de uno",2,2,1
"1704","de uva",2,2,1
"1705","de verdad",2,2,1
"1706","de viaje",2,2,1
"1707","de voz",2,2,1
"1708","decicion",2,1,1
"1709","DECORACION",2,1,1
"1710","del este",2,2,1
"1711","del mar",2,2,1
"1712","del sol",2,2,1
"1713","del sur",2,2,1
"1714","delimitación",2,1,0
"1715","demarcacion",2,1,1
"1716","denim",2,1,1
"1717","dentifrico",2,1,1
"1718","depilacion",2,1,1
"1719","depreción",2,1,0
"1720","derechos humanos",2,2,1
"1721","desaparicion",2,1,1
"1722","desazon",2,1,1
"1723","desbunde",2,1,1
"1724","descenlace",2,1,1
"1725","desceso",2,1,1
"1726","descocido",2,1,1
"1727","desconexion",2,1,1
"1728","desepcion",2,1,1
"1729","desestrés",2,1,0
"1730","desilucion",2,1,1
"1731","desilución",2,1,0
"1732","desinformacion",2,1,1
"1733","desolacion",2,1,1
"1734","destrato",2,1,1
"1735","desyuno",2,1,1
"1736","determinacion",2,1,1
"1737","detras",2,1,1
"1738","dexter",2,1,1
"1739","dìa",2,1,0
"1740","dibujito",2,1,1
"1741","diccion",2,1,1
"1742","dieciseis",2,1,1
"1743","diego torres",2,2,1
"1744","difìcil",2,1,0
"1745","dificiles",2,1,1
"1746","dificl",2,1,1
"1747","digas nunca",2,2,1
"1748","digimon",2,1,1
"1749","diós",2,1,0
"1750","disco de pasta",2,3,1
"1751","disco duro",2,2,1
"1752","diversiòn",2,1,0
"1753","DIVISION",2,1,1
"1754","dolor de panza",2,3,1
"1755","dolr",2,1,1
"1756","donacion",2,1,1
"1757","dorica",2,1,1
"1758","dos personas",2,2,1
"1759","drink",2,1,1
"1760","dundee",2,1,1
"1761","ecuacion",2,1,1
"1762","edificacion",2,1,1
"1763","eficas",2,1,1
"1764","egro",2,1,1
"1765","el grito",2,2,1
"1766","el mejor",2,2,1
"1767","el que sea",2,3,1
"1768","elastico",2,1,1
"1769","electric",2,1,1
"1770","electron",2,1,1
"1771","elice",2,1,1
"1772","elicoptero",2,1,1
"1773","embarcacion",2,1,1
"1774","Emocion",2,1,1
"1775","emoji",2,1,1
"1776","Empatia",2,1,1
"1777","empty",2,1,1
"1778","en este momento",2,3,1
"1779","en medio",2,2,1
"1780","en paz",2,2,1
"1781","en relación",2,2,0
"1782","en torno",2,2,1
"1783","en un rato",2,3,1
"1784","en una de esas",2,4,1
"1785","end",2,1,1
"1786","endorfinas",2,1,1
"1787","enduido",2,1,1
"1788","enfermedad mental",2,2,1
"1789","enterito",2,1,1
"1790","eñe",2,1,0
"1791","eolica",2,1,1
"1792","EOLICA",2,1,1
"1793","epistemología",2,1,0
"1794","equlibrio",2,1,1
"1795","er",2,1,1
"1796","es asi",2,2,1
"1797","es así",2,2,0
"1798","es lo que hay",2,4,1
"1799","es más",2,2,0
"1800","escandalo",2,1,1
"1801","escenografia",2,1,1
"1802","escrupulos",2,1,1
"1803","esferico",2,1,1
"1804","esfinter",2,1,1
"1805","esofago",2,1,1
"1806","espacio reducido",2,2,1
"1807","espana",2,1,1
"1808","especio",2,1,1
"1809","espectativas",2,1,1
"1810","ESTADOS UNIDOS",2,2,1
"1811","estampita",2,1,1
"1812","estan",2,1,1
"1813","esteriotipo",2,1,1
"1814","estrechar manos",2,2,1
"1815","estress",2,1,1
"1816","ESTUPIDO",2,1,1
"1817","eter",2,1,1
"1818","etico",2,1,1
"1819","etilico",2,1,1
"1820","evocaciòn",2,1,0
"1821","exaltacion",2,1,1
"1822","examenes",2,1,1
"1823","examne",2,1,1
"1824","excentrico",2,1,1
"1825","exclavitud",2,1,1
"1826","exclavo",2,1,1
"1827","exclusion",2,1,1
"1828","exitante",2,1,1
"1829","explotacion",2,1,1
"1830","exportacion",2,1,1
"1831","expres",2,1,1
"1832","express",2,1,1
"1833","extra;o",2,2,1
"1834","EZFUERZO",2,1,1
"1835","falluta",2,1,1
"1836","falta poco",2,2,1
"1837","fan",2,1,1
"1838","fantacia",2,1,1
"1839","FANTASIA",2,1,1
"1840","fantastica",2,1,1
"1841","farandula",2,1,1
"1842","faraon",2,1,1
"1843","fast",2,1,1
"1844","FBI",2,1,1
"1845","felucidad",2,1,1
"1846","ferreira",2,1,1
"1847","filiacion",2,1,1
"1848","filmacion",2,1,1
"1849","finalizacion",2,1,1
"1850","findesemana",2,1,1
"1851","FISONOMIA",2,1,1
"1852","flipper",2,1,1
"1853","floor",2,1,1
"1854","flúo",2,1,0
"1855","forlan",2,1,1
"1856","formula 1",2,2,1
"1857","fosil",2,1,1
"1858","fosiles",2,1,1
"1859","fotografica",2,1,1
"1860","foton",2,1,1
"1861","freezer",2,1,1
"1862","frente amplio",2,2,1
"1863","FRIA",2,1,1
"1864","friends",2,1,1
"1865","frizz",2,1,1
"1866","fronton",2,1,1
"1867","fuck you",2,2,1
"1868","fuera de lo comun",2,4,1
"1869","fuera de si",2,3,1
"1870","fungi",2,1,1
"1871","ga",2,1,1
"1872","gadget",2,1,1
"1873","galeria",2,1,1
"1874","galletita",2,1,1
"1875","galo",2,1,1
"1876","galpon",2,1,1
"1877","GANZO",2,1,1
"1878","garantia",2,1,1
"1879","garca",2,1,1
"1880","garfield",2,1,1
"1881","GASOIL",2,1,1
"1882","geisha",2,1,1
"1883","genealogico",2,1,1
"1884","genetica",2,1,1
"1885","genetico",2,1,1
"1886","gentio",2,1,1
"1887","geografica",2,1,1
"1888","geoide",2,1,1
"1889","gerarquia",2,1,1
"1890","gerenciar",2,1,1
"1891","ghana",2,1,1
"1892","globalidad",2,1,1
"1893","gluteo",2,1,1
"1894","gluteos",2,1,1
"1895","go",2,1,1
"1896","goleador",2,1,1
"1897","gondola",2,1,1
"1898","gourmet",2,1,1
"1899","GPS",2,1,1
"1900","grafema",2,1,1
"1901","graficas",2,1,1
"1902","gratificacion",2,1,1
"1903","grial",2,1,1
"1904","grosso",2,1,1
"1905","grupalidad",2,1,1
"1906","grupo de musica",2,3,1
"1907","guarderia",2,1,1
"1908","guepardo",2,1,1
"1909","Guia",2,1,1
"1910","GUIA",2,1,1
"1911","habitat",2,1,1
"1912","HABRA",2,1,1
